paper_id	0	1	2	3	4	decision
"https://openreview.net/forum?id=r6HYrkpPeHo
"	Weak Reject	Strong Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=_tMxvPbOcHP
"	Weak Accept	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=NEGjAH7p0fm
"	Weak Accept	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=7IgMwgROd1F
"	Weak Reject	Weak Reject	Weak Accept	Strong Reject		
"https://openreview.net/forum?id=Vb9gk7SIkDB
"	Weak Reject	Weak Accept	Strong Reject	Weak Accept		
"https://openreview.net/forum?id=wCEsqnWEehx
"	Strong Reject	Weak Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=txGMEx8cs2v
"	Strong Reject	Weak Reject	Strong Reject			
"https://openreview.net/forum?id=3CQ3Vt0v99
"	Weak Accept	Weak Reject	Strong Accept	Weak Reject		
"https://openreview.net/forum?id=2CSj965d9O4
"	Weak Accept	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=1BzbtWapKXL
"	Weak Reject	Weak Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=6WnwNP0H8f
"	Weak Reject	Strong Accept	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=9-YoeChGApj
"	Strong Reject	Weak Reject	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=jMNrVRhAn68
"	Strong Reject	Weak Reject	Strong Reject	Weak Reject	Weak Reject	
"https://openreview.net/forum?id=BxHcg_Zlpxj
"	Weak Reject	Strong Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=_u4m5aEbWfU
"	Weak Accept	Weak Accept	Strong Reject	Strong Accept		
"https://openreview.net/forum?id=EVFrjBgYsPZ
"	Weak Accept	Strong Accept	Weak Accept	Strong Accept		
"https://openreview.net/forum?id=WJbw_C-pCox
"	Weak Reject	Weak Accept	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=2FMkRIn8txD
"	Strong Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=6BIffCl6gsM
"	Weak Accept	Strong Accept	Weak Accept	Strong Accept		
"https://openreview.net/forum?id=cEnQAEqgxrJ
"	Weak Reject	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=Z8mqodASTQd
"	Weak Accept	Weak Reject	Weak Reject			
"https://openreview.net/forum?id=N78I92JIqOJ
"	Weak Accept	Weak Accept	Weak Accept			
"https://openreview.net/forum?id=4g3PwAp5nsX
"	Weak Reject	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=Re3NjSwf0WF
"	Strong Accept	Weak Accept	Strong Accept	Strong Accept		
"https://openreview.net/forum?id=D2MErf_j4y8
"	Weak Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=UCoP4FIccWE
"	Weak Reject	Weak Accept	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=fnaMlJbRc4t
"	Weak Accept	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=PAFEQQtDf8s
"	Weak Accept	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=bdHkMjBJG_w
"	Weak Accept	Weak Accept	Strong Accept	Strong Accept		
"https://openreview.net/forum?id=2LohJ1UAiFp
"	Weak Reject	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=nuAGobCwb8V
"	Weak Accept	Weak Reject	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=NTKoGViowJ
"	Weak Reject	Weak Accept	Strong Reject	Weak Accept		
"https://openreview.net/forum?id=xrjW0Q0ZlDy
"	Weak Accept	Weak Reject	Weak Reject			
"https://openreview.net/forum?id=1NncjjJ-p-0
"	Weak Reject	Weak Reject	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=YmJi0bTfeNX
"	Weak Reject	Weak Reject	Weak Accept	Strong Accept		
"https://openreview.net/forum?id=aO8tyqsXMe3
"	Weak Accept	Weak Reject	Weak Reject			
"https://openreview.net/forum?id=MmOGHzv-w8I
"	Weak Reject	Strong Reject	Weak Reject	Strong Accept		
"https://openreview.net/forum?id=8y_9hS60lrx
"	Weak Reject	Weak Reject	Weak Reject			
"https://openreview.net/forum?id=OzP68WT3UA
"	Strong Accept	Weak Reject	Weak Accept			
"https://openreview.net/forum?id=qr0wqg8NqkL
"	Weak Reject	Strong Reject	Strong Accept	Strong Accept		
"https://openreview.net/forum?id=3qZpAyc5DWy
"	Weak Reject	Strong Reject	Strong Reject			
"https://openreview.net/forum?id=er4LhQ6YxAi
"	Weak Reject	Weak Reject	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=H6rr_CGzV9y
"	Strong Reject	Weak Accept	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=awciQcCEGJs
"	Strong Accept	Weak Reject	Strong Accept	Weak Reject		
"https://openreview.net/forum?id=WEqNuTRXoyG
"	Strong Reject	Weak Reject	Weak Reject			
"https://openreview.net/forum?id=0nb97NQypbK
"	Weak Reject	Weak Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=bU9zUJYLXng
"	Weak Reject	Weak Accept	Weak Accept	Strong Reject		
"https://openreview.net/forum?id=XdHFdUW1Bc
"	Weak Reject	Weak Reject	Strong Reject	Weak Accept		
"https://openreview.net/forum?id=X_qYPtJLaX8
"	Weak Accept	Weak Reject	Weak Accept			
"https://openreview.net/forum?id=rd22nABavrU
"	Strong Reject	Strong Reject	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=Lvbxyqr7XJ_
"	Weak Reject	Strong Reject	Weak Reject			
"https://openreview.net/forum?id=Ldd1PDs2sXt
"	Weak Reject	Weak Reject	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=zLZDYTTVyyj
"	Weak Reject	Weak Accept	Strong Accept	Weak Accept		
"https://openreview.net/forum?id=U1zai41Mwy
"	Weak Reject	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=UAgZGRXmnuT
"	Strong Reject	Weak Accept	Weak Accept	Strong Reject		
"https://openreview.net/forum?id=DJGgdHAlnTZ
"	Weak Reject	Weak Reject	Strong Accept	Weak Reject		
"https://openreview.net/forum?id=C9A8RB8OEk
"	Weak Reject	Weak Accept	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=4ffLQu_O-Dl
"	Weak Accept	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=11JIh7nS2a6
"	Weak Reject	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=eiiubwlhv3U
"	Weak Reject	Weak Reject	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=Onwkc1WVb_
"	Strong Reject	Weak Reject	Weak Reject	Strong Accept		
"https://openreview.net/forum?id=MIItPXLNJr
"	Strong Reject	Weak Reject	Strong Reject	Strong Reject		
"https://openreview.net/forum?id=izFBwcgVL_n
"	Weak Accept	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=BgH0KHOJ589
"	Weak Reject	Weak Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=TGUp8EaCGj9
"	Weak Accept	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=qzMY915hCYX
"	Weak Accept	Strong Accept	Weak Reject			
"https://openreview.net/forum?id=fuvyEJsaR_i
"	Weak Accept	Strong Reject	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=vwUVQOUsXEf
"	Weak Reject	Weak Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=ZAbh4Zp0Blt
"	Weak Reject	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=r4SbZZP_Hh
"	Weak Reject	Weak Accept	Strong Reject	Weak Accept		
"https://openreview.net/forum?id=8-8e18idYLD
"	Weak Accept	Weak Accept	Strong Reject	Weak Accept		
"https://openreview.net/forum?id=beRIdsDHH0_
"	Weak Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=esOrVR_8-rc
"	Weak Accept	Weak Accept	Strong Accept			
"https://openreview.net/forum?id=BBoCqovVFMV
"	Weak Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=y1t0c5eUk2w
"	Weak Accept	Weak Accept	Weak Reject	Weak Reject	Weak Reject	
"https://openreview.net/forum?id=z_hPo2Fu9A3
"	Strong Accept	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=AmPeAFzU3a4
"	Weak Reject	Weak Accept	Strong Accept			
"https://openreview.net/forum?id=dA71Ed5fWPo
"	Weak Accept	Weak Reject	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=5AmeobBmCKq
"	Strong Reject	Strong Reject	Strong Reject	Strong Reject		
"https://openreview.net/forum?id=_AnTKgLhvbN
"	Weak Reject	Weak Reject	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=enetAUTCEwG
"	Weak Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=tjkf_KWK9oO
"	Weak Accept	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=EuobUFrnMOY
"	Weak Reject	Weak Reject	Weak Reject			
"https://openreview.net/forum?id=O6h8da_QfqQ
"	Weak Reject	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=Rlezb9xHc6V
"	Weak Reject	Weak Reject	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=62RfxNv48nx
"	Weak Reject	Weak Accept	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=GX1eUhuvCvZ
"	Weak Accept	Weak Reject	Weak Accept			
"https://openreview.net/forum?id=GdkdB7iaiJu
"	Weak Reject	Weak Accept	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=o8dLx8OVcNk
"	Weak Accept	Weak Reject	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=2cEjfernc5P
"	Weak Reject	Strong Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=tyxyBj2w4vw
"	Strong Accept	Weak Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=VD0nXUG5Qk
"	Weak Reject	Strong Accept	Weak Accept			
"https://openreview.net/forum?id=mqry_xMzvCM
"	Weak Accept	Strong Accept	Strong Accept	Weak Reject		
"https://openreview.net/forum?id=hf5JV2spWUj
"	Strong Reject	Weak Accept	Strong Reject			
"https://openreview.net/forum?id=h5g_VDJJfbt
"	Weak Reject	Weak Accept	Weak Reject			
"https://openreview.net/forum?id=QSUsBMuw0uV
"	Weak Reject	Weak Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=pn-HOPBioUE
"	Weak Reject	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=niys1Zt1blq
"	Strong Reject	Weak Reject	Strong Accept			
"https://openreview.net/forum?id=oud6xgdpqVM
"	Strong Accept	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=b88HF4vd_ej
"	Weak Accept	Weak Accept	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=hwmIK_UXmAc
"	Weak Reject	Weak Accept	Strong Reject	Weak Accept		
"https://openreview.net/forum?id=S8JzIb-T9sm
"	Weak Reject	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=coDJGU58_5A
"	Strong Reject	Weak Accept	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=5bmvOmDljGh
"	Weak Reject	Weak Reject	Strong Reject			
"https://openreview.net/forum?id=6EBpxgNAXOA
"	Weak Accept	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=fF8Yk4enKVR
"	Weak Reject	Strong Accept	Weak Reject			
"https://openreview.net/forum?id=8ktEdb5NHEh
"	Weak Accept	Weak Accept	Weak Accept			
"https://openreview.net/forum?id=CPK96uGbON
"	Weak Reject	Weak Reject	Weak Reject			
"https://openreview.net/forum?id=flrzXLl43n
"	Weak Reject	Weak Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=GYn6WgTKlP
"	Weak Accept	Weak Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=iCz4DSngQz1
"	Strong Reject	Strong Reject	Strong Reject	Strong Reject		
"https://openreview.net/forum?id=DE8rdNuGj_7
"	Strong Accept	Weak Accept	Strong Accept	Strong Reject	Weak Accept	
"https://openreview.net/forum?id=L8hCfhPbFho
"	Weak Reject	Weak Accept	Weak Reject	Strong Accept		
"https://openreview.net/forum?id=uUxDTZK3o3X
"	Strong Accept	Weak Reject	Strong Reject			
"https://openreview.net/forum?id=NanNxv92Uih
"	Weak Reject	Weak Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=Q7FmXh5BtJU
"	Weak Reject	Weak Reject	Weak Reject			
"https://openreview.net/forum?id=6gEyD5zg0dt
"	Weak Reject	Strong Accept	Strong Reject	Weak Accept		
"https://openreview.net/forum?id=yTkTdat9MkD
"	Weak Accept	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=rMgavY94Ajq
"	Weak Accept	Weak Reject	Weak Reject			
"https://openreview.net/forum?id=jTh3rdEF3LH
"	Weak Accept	Strong Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=Go64YOmGwxM
"	Weak Accept	Weak Reject	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=ZezSmJq06Ep
"	Weak Reject	Weak Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=Wx68b_DE0Ea
"	Weak Accept	Weak Accept	Strong Reject			
"https://openreview.net/forum?id=2ngf83qUvZI
"	Strong Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=QFYq0VwBCLE
"	Weak Accept	Strong Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=3RBY8fKjHeu
"	Weak Accept	Weak Reject	Weak Accept	Weak Reject	Weak Accept	
"https://openreview.net/forum?id=v6cOjNVYCDv
"	Weak Reject	Strong Reject	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=th7GW868Pok
"	Weak Reject	Weak Reject	Weak Reject	Strong Accept		
"https://openreview.net/forum?id=8FguiDqxR2
"	Weak Accept	Weak Accept	Weak Reject			
"https://openreview.net/forum?id=23HuN9DBry
"	Strong Reject	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=-iorhu6x9OT
"	Weak Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=nZptDpYqJbq
"	Weak Reject	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=3K-TEwmcuiv
"	Strong Reject	Strong Reject	Strong Reject			
"https://openreview.net/forum?id=Y_YUEEQMjQK
"	Weak Accept	Weak Accept	Strong Accept	Strong Accept		
"https://openreview.net/forum?id=BS0taHXxTvb
"	Weak Reject	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=v_tfPs31Lrd
"	Weak Reject	Weak Reject	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=Sp59SdWfbH
"	Weak Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=RzhhFh4rkWu
"	Weak Reject	Weak Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=ry4GoGZfG8O
"	Weak Reject	Strong Reject	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=8CnLfA0x5cW
"	Weak Accept	Weak Reject	Weak Reject	Strong Accept		
"https://openreview.net/forum?id=qDtbMK67PJG
"	Weak Accept	Weak Accept	Strong Accept	Weak Reject		
"https://openreview.net/forum?id=cDVonF3ULTa
"	Strong Reject	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=1zbWQxFIU-
"	Weak Accept	Weak Accept	Weak Accept			
"https://openreview.net/forum?id=WHTrSGWEHp
"	Weak Reject	Strong Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=wuJZBrIRI_
"	Strong Accept	Strong Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=Dj_BJsv1qwJ
"	Weak Reject	Weak Accept	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=FHrbGkGo4J
"	Weak Reject	Strong Reject	Strong Reject	Strong Reject		
"https://openreview.net/forum?id=jYJ2m_nMbfe
"	Weak Accept	Weak Accept	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=h0Yb0U_-Tki
"	Weak Accept	Strong Accept	Weak Accept			
"https://openreview.net/forum?id=h9Kkmu9bc0
"	Weak Reject	Weak Reject	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=V3Mjpi4kzdn
"	Weak Accept	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=hnpQ4nWR67y
"	Weak Reject	Weak Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=DhajqDr2W3J
"	Weak Reject	Weak Accept	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=xtLoKeNdW87
"	Weak Reject	Weak Reject	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=oXYec5xcAlE
"	Strong Reject	Strong Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=tGbpgz6yOrI
"	Strong Reject	Weak Reject	Strong Accept			
"https://openreview.net/forum?id=v1nkAS2wB9L
"	Weak Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=52c5e73SlS2
"	Weak Accept	Weak Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=xjTUxBfIzE
"	Weak Accept	Weak Reject	Weak Accept	Strong Accept		
"https://openreview.net/forum?id=G20U2zKcjN
"	Strong Reject	Strong Reject	Weak Accept			
"https://openreview.net/forum?id=ZUtgUA0Fuwd
"	Strong Accept	Weak Accept	Strong Accept	Weak Accept		
"https://openreview.net/forum?id=dx4Vdm6tSJc
"	Weak Reject	Strong Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=rbIzq-I84i_
"	Weak Reject	Weak Accept	Strong Accept	Weak Accept		
"https://openreview.net/forum?id=sD1K2LJwxHr
"	Weak Reject	Weak Reject	Strong Accept	Weak Reject		
"https://openreview.net/forum?id=A5l7wE2uqtM
"	Strong Reject	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=uCaNr6_dQB0
"	Weak Reject	Weak Accept	Weak Accept			
"https://openreview.net/forum?id=F6iq9FU2xnc
"	Weak Accept	Weak Accept	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=3ML_pM7slaq
"	Strong Reject	Weak Reject	Weak Reject	Strong Accept		
"https://openreview.net/forum?id=EMQcm9fH5t2
"	Strong Reject	Strong Reject	Strong Reject	Strong Reject		
"https://openreview.net/forum?id=FwWkmn5Uhj-
"	Strong Reject	Weak Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=tyXMrpEMkDb
"	Weak Reject	Weak Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=uxvQLjA24OY
"	Weak Reject	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=SR2tBZW7ES
"	Weak Reject	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=5GJ-_KMLASa
"	Weak Accept	Strong Accept	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=80vpxjt3vq
"	Strong Reject	Weak Accept	Strong Accept	Weak Accept		
"https://openreview.net/forum?id=lLq09gVoaTE
"	Weak Accept	Strong Accept	Strong Accept	Weak Reject		
"https://openreview.net/forum?id=E_zZkmGbF2J
"	Weak Reject	Strong Accept	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=iVxy2eO601U
"	Weak Accept	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=wwEmp8EeFu5
"	Weak Reject	Weak Accept	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=Vx55vIOsshi
"	Weak Accept	Weak Reject	Weak Accept	Strong Reject		
"https://openreview.net/forum?id=gOW9pdOeqUc
"	Weak Reject	Weak Reject	Weak Accept			
"https://openreview.net/forum?id=7CrXRhmzVVR
"	Weak Accept	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=rniPWlLN8S
"	Weak Accept	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=xK-UtqDpD7L
"	Weak Accept	Strong Accept				
"https://openreview.net/forum?id=N8H4OPM0xh5
"	Weak Reject	Strong Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=7I1M1C7oCzy
"	Weak Accept	Weak Reject	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=OGUD2AGR_ZY
"	Weak Reject	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=bJS2fBkFZ-K
"	Weak Accept	Weak Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=7RyzGWLk79H
"	Weak Accept	Strong Accept	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=WgINXAx_d5
"	Weak Reject	Weak Reject	Strong Reject			
"https://openreview.net/forum?id=8GINrqUS9h_
"	Weak Accept	Strong Reject	Weak Accept			
"https://openreview.net/forum?id=tiPHpS4eA4
"	Weak Reject	Weak Accept	Weak Accept			
"https://openreview.net/forum?id=SM70KHTBG-0
"	Weak Reject	Weak Accept	Weak Reject			
"https://openreview.net/forum?id=gUtbYFHluAg
"	Weak Reject	Weak Reject	Strong Reject	Weak Accept		
"https://openreview.net/forum?id=s1MUeNQJ0tU
"	Weak Reject	Weak Accept	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=mZRSrN499LP
"	Strong Reject	Weak Accept	Weak Reject			
"https://openreview.net/forum?id=dlVPggCUk7W
"	Strong Reject	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=7nrjRHvCnif
"	Weak Reject	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=b1zMsZuzd2e
"	Weak Accept	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=QKpXDGfS5Nx
"	Weak Reject	Weak Reject	Strong Reject			
"https://openreview.net/forum?id=ViYLaruFwN3
"	Weak Reject	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=vA7UCJFIa8I
"	Weak Reject	Weak Accept	Weak Accept	Strong Reject		
"https://openreview.net/forum?id=7f3Vo1iguhA
"	Weak Accept	Weak Reject	Weak Reject	Strong Reject		
"https://openreview.net/forum?id=kBJuEGuaFqB
"	Weak Reject	Weak Reject	Strong Reject	Weak Reject		
"https://openreview.net/forum?id=Mp3Y5jd7rnW
"	Weak Accept	Strong Reject	Strong Accept	Strong Accept		
"https://openreview.net/forum?id=oPRhm0Aben_
"	Weak Accept	Weak Reject	Weak Accept			
"https://openreview.net/forum?id=h0dnKFJ2YZD
"	Weak Reject	Strong Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=GTyBkq36tjx
"	Strong Accept	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=AdFROt9BoqE
"	Weak Accept	Weak Accept	Weak Accept	Weak Accept		
"https://openreview.net/forum?id=uv1nRhayFII
"	Weak Accept	Weak Reject	Weak Accept	Weak Reject		
"https://openreview.net/forum?id=zldI4UpuG7v
"	Strong Accept	Strong Accept	Strong Accept	Weak Accept		
"https://openreview.net/forum?id=nPw7jaGBrCG
"	Weak Accept	Weak Reject	Weak Reject	Weak Accept		
"https://openreview.net/forum?id=uwHXzgdqMw
"	Weak Accept	Weak Accept	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=cENbs-cK3pE
"	Weak Accept	Weak Reject	Weak Reject	Weak Reject		
"https://openreview.net/forum?id=7ZcePvChS7u
"	Weak Accept	Weak Accept	Weak Reject			
